region,timezone,language,package,hours_use,sum_length,is_paid
US,8,en,GPU_4A,1,27,1
GB,1,en,GPU_3A,0,62,0
ID,7,en,GPU_3A,2,30,0
UA,3,ru,GPU_4A,1,30,0
IT,2,it,CPU_1,1,23,0
AU,10,en,GPU_3A,0,79,1
VN,7,en,GPU_3A,0,59,0
US,-7,en,GPU_3A,2,151,1
KR,9,ko,GPU_8A,61,269,1
US,-4,en,GPU_4A,0,3,1
BD,6,en,GPU_3A,2,10,0
US,-4,en,GPU_3A,4,40,1
US,-7,en,GPU_9A,2,60,0
GB,0,en,GPU_6,0,8,1
AT,2,de,GPU_4A,1,59,1
VN,7,vi,GPU_3A,1,24,0
US,-4,en,GPU_3A,1,23,1
US,-5,en,GPU_4A,1,25,1
SE,1,sv,GPU_3A,1,53,0
BR,-3,pt,GPU_3A,1,29,0
VN,7,vi,GPU_3A,1,32,0
KR,9,ko,GPU_5,25,15,1
US,-8,en,GPU_4A,1,34,1
BR,-3,pt,GPU_3A,1,287,1
SA,3,ar,GPU_9A,1,49,1
US,-7,en,GPU_3A,3,50,1
BY,3,be,GPU_3A,1,57,0
VN,7,nb,GPU_4A,0,26,1
AU,10,en,GPU_5P,2,81,1
DE,2,en,GPU_7A,1,40,1
US,-4,en,GPU_5A,0,203,1
SA,3,ar,GPU_3A,0,49,0
IN,5,en,GPU_3A,1,385,1
CA,-4,en,GPU_3A,0,10,1
JP,9,ja,GPU_7A,0,27,1
VN,7,en,GPU_3A,2,152,0
VN,7,vi,GPU_3A,1,62,0
CL,-3,es,GPU_3A,1,35,1
VN,7,vi,CPU_1,3,21,1
PL,1,en,GPU_3A,1,73,1
VN,7,vi,CPU_1,4,49,1
US,-8,en,GPU_9A,2,41,1
PT,1,es,GPU_3A,1,38,1
DE,2,de,GPU_3A,0,65,1
IE,0,en,GPU_1,1,37,1
PK,5,en,GPU_3A,0,17,1
IT,2,it,GPU_3A,2,46,1
IT,2,it,GPU_3A,1,27,1
EG,2,ar,GPU_3A,1,202,1
US,-6,en,GPU_4A,1,11,1
BJ,0,fr,GPU_3A,2,41,0
US,-5,en,GPU_3A,0,24,1
NL,1,nl,GPU_6,1,2,1
CL,-3,es,GPU_4A,1,9,1
IT,2,it,GPU_9A,1,41,1
CA,-5,en,GPU_3A,2,36,1
SE,1,en,GPU_9A,1,46,1
PL,2,pl,GPU_7A,6,20,1
AU,8,en,GPU_4A,1,42,1
ID,7,en,GPU_3A,1,135,1
GB,0,en,GPU_3A,0,33,0
US,-4,en,GPU_7A,0,30,1
AF,7,en,GPU_3A,0,9,0
CH,2,en,GPU_9A,0,44,1
AT,1,de,GPU_7A,1,16,1
IL,3,he,GPU_3A,15,13,1
KZ,6,en,GPU_3A,8,72,1
KH,7,en,GPU_4A,0,25,0
ES,1,ru,GPU_8A,2,11,1
KW,3,en,CPU_1,1,23,0
ZA,2,en,GPU_3A,3,59,1
US,-4,en,GPU_8A,0,7,1
NL,2,en,GPU_9A,1,44,1
SE,1,sv,GPU_3A,5,60,1
VN,7,en,CPU_1,2,13,1
SG,8,en,GPU_3A,19,94,1
US,-5,en,GPU_4A,0,26,1
IN,5,en,GPU_3A,2,150,1
DE,2,en,GPU_4A,1,34,1
PH,8,en,GPU_3A,0,53,1
NG,1,en,GPU_3A,0,13,0
US,-7,en,GPU_8A,1,50,1
US,-5,en,GPU_3A,2,195,1
SE,-5,en,GPU_3A,2,19,1
TR,2,tr,GPU_1,0,17,0
CO,-5,es,GPU_3A,0,22,0
US,-6,en,GPU_4A,1,77,1
US,-4,en,GPU_8A,1,11,1
VN,7,en,GPU_3A,1,133,0
NZ,12,en,GPU_3A,1,39,1
US,-5,en,GPU_8A,2,62,1
IT,2,zh,GPU_4A,1,63,1
DE,1,de,GPU_4A,0,41,1
IE,1,en,GPU_3A,4,62,1
US,-4,en,GPU_4A,1,11,0
KR,9,en,GPU_1,3,27,0
ES,2,es,GPU_3A,1,10,1
RO,2,en,GPU_1,2,33,1
HU,2,hu,GPU_4A,0,11,1
GB,1,en,GPU_4P,1,74,1
NP,5,en,GPU_3A,0,41,0
VN,7,vi,GPU_4A,0,254,1
CO,-5,en,GPU_8A,0,16,1
ES,1,es,GPU_3A,0,9,0
US,-5,en,GPU_5P,0,40,1
CA,-5,en,GPU_4A,10,93,1
AU,10,en,GPU_7A,0,16,1
DZ,1,fr,GPU_3A,2,10,1
TH,7,en,GPU_5P,18,575,1
VN,7,en,GPU_3A,0,32,1
CN,8,zh,GPU_3A,0,28,0
FR,1,fr,GPU_9A,2,47,1
NL,2,nl,GPU_6,0,25,0
DE,1,de,GPU_3A,1,8,1
TH,7,en,GPU_3A,0,149,1
VN,7,vi,CPU_1,1,49,1
RO,3,en,GPU_3A,0,2,1
ES,2,es,GPU_3A,1,53,1
VN,7,vi,GPU_3A,2,29,0
PT,0,pt,GPU_3A,2,11,0
KR,9,ko,CPU_1,0,37,1
PT,0,pt,GPU_3A,1,24,1
DE,1,de,CPU_1,1,27,1
VN,7,en,GPU_3A,1,9,0
US,-7,en,GPU_4A,3,56,1
VN,7,en,CPU_1,1,54,0
IN,5,en,GPU_3A,1,15,1
VN,7,vi,GPU_3A,1,40,1
VN,7,en,GPU_3A,4,11,1
EG,2,en,GPU_4A,0,42,0
DE,2,de,GPU_6,6,4,1
CO,-5,es,GPU_4A,1,28,0
GR,2,el,GPU_4A,2,34,1
VN,7,en,GPU_3A,1,73,1
PL,1,en,GPU_1,0,13,1
DE,1,de,GPU_5,2,17,1
GB,-5,en,CPU_1,2,68,1
DO,3,ru,GPU_3A,1,98,1
IN,5,en,GPU_3A,2,92,1
US,-4,en,GPU_4A,3,10,1
IR,3,en,GPU_5P,1,19,1
CA,-5,en,GPU_4A,0,23,1
VN,7,vi,GPU_3A,15,43,1
US,-4,en,GPU_4A,0,25,0
VN,7,vi,GPU_3A,1,30,1
VN,7,en,CPU_1,1,42,1
RU,3,ru,GPU_4A,0,30,1
BJ,1,fr,GPU_3A,0,21,1
VN,7,en,CPU_1,0,27,1
VN,7,vi,GPU_4A,1,28,1
AU,10,en,GPU_3A,0,74,1
AE,4,en,GPU_8A,0,44,1
VN,7,en,GPU_3A,3,40,0
VN,7,vi,CPU_1,8,86,0
US,-4,en,GPU_3A,1,32,0
GB,1,en,GPU_4A,0,10,1
NO,1,en,GPU_5P,0,68,1
CZ,2,ru,GPU_9A,3,39,1
VN,7,en,GPU_1,1,75,1
IT,2,it,GPU_3A,1,42,0
UA,3,ru,GPU_4A,1,24,1
SG,8,en,GPU_4A,1,39,1
US,-4,zh,GPU_3A,9,8,1
DE,2,de,GPU_3A,0,42,1
MX,-5,en,GPU_3A,0,9,1
ES,1,es,GPU_3A,0,67,1
CA,-4,en,GPU_3A,2,103,1
ES,2,es,GPU_3A,0,24,1
UZ,5,ru,GPU_3A,0,29,0
GB,0,en,GPU_5P,0,37,1
IN,-6,en,GPU_3A,5,27,1
HU,2,hu,GPU_3A,1,46,1
PL,1,pl,GPU_8A,31,14,1
ZA,2,en,GPU_3A,0,36,0
VN,7,en,GPU_3A,1,70,1
KR,9,ko,GPU_9A,1,92,1
BR,-3,pt,GPU_4A,0,32,1
VN,7,vi,CPU_1,3,25,0
AU,8,en,GPU_8A,1,40,1
VN,7,vi,GPU_3A,3,11,1
US,-7,en,GPU_3A,0,61,1
VN,7,vi,GPU_8A,0,43,1
IT,1,en,GPU_1,0,9,0
GE,4,en,GPU_3A,0,65,1
IN,5,en,GPU_3A,2,23,1
VN,7,vi,GPU_3A,1,79,0
TW,8,zh,GPU_8A,6,83,1
VN,7,vi,GPU_1,7,66,1
KR,9,ko,GPU_4A,0,24,0
US,-4,en,GPU_3A,7,32,1
VN,7,en,GPU_3A,0,41,0
US,2,en,GPU_3A,0,28,1
PL,1,pl,GPU_5P,1,76,1
VN,7,vi,CPU_1,0,25,1
VN,7,vi,CPU_1,1,19,1
NL,2,nl,GPU_9A,0,71,1
RE,4,fr,GPU_3A,0,151,1
IN,5,en,GPU_3A,2,122,1
IN,5,en,GPU_3A,3,48,1
US,-4,en,GPU_3A,0,30,1
US,-7,en,GPU_3A,1,97,1
CA,-5,en,GPU_3A,0,30,1
VN,7,en,CPU_1,0,41,1
BR,-3,pt,GPU_8A,0,6,1
ZA,2,en,CPU_1,0,28,0
MY,8,en,GPU_3A,1,51,0
VN,7,en,GPU_3A,1,35,0
CM,1,fr,GPU_4A,0,66,0
GB,1,en,GPU_4A,0,96,1
PL,1,pl,GPU_3A,2,51,0
RO,3,en,GPU_3A,5,67,1
ID,7,en,GPU_3A,1,44,0
VN,7,vi,GPU_3A,1,1,1
IN,5,en,CPU_1,6,30,1
BE,2,fr,GPU_3A,0,362,1
PK,5,en,GPU_3A,2,103,0
KW,3,en,GPU_6,0,28,1
VN,7,en,GPU_5P,4,217,1
KW,3,en,GPU_3A,1,8,0
US,-5,en,GPU_3A,0,25,1
CH,2,de,GPU_3A,1,68,1
VN,7,vi,CPU_1,2,37,1
US,-4,en,GPU_4A,0,10,1
BY,3,en,GPU_4A,1,10,1
RO,2,en,GPU_6,0,3,1
BR,-3,en,GPU_4A,0,108,1
ES,2,es,GPU_3A,0,79,0
FR,1,fr,GPU_9A,21,474,1
IN,5,en,GPU_6,0,16,1
BR,-3,en,GPU_4A,1,29,1
BR,-3,pt,GPU_4A,0,12,0
TH,7,en,GPU_3A,2,79,0
GB,0,en,GPU_9A,0,43,0
VN,7,en,GPU_3A,1,25,1
US,-8,en,GPU_3A,1,23,1
MX,-6,es,GPU_5P,0,44,1
VN,7,en,GPU_4A,2,24,1
UG,3,en,GPU_3A,1,34,1
NZ,12,en,GPU_4A,2,46,1
TR,3,tr,GPU_3A,0,15,1
US,-7,en,GPU_3B,1,133,1
VN,7,vi,GPU_3B,1,33,1
FR,2,fr,GPU_3A,1,211,1
AU,11,en,GPU_5A,0,11,1
VN,7,vi,GPU_5,0,9,1
IN,5,en,CPU_1,1,50,0
LK,5,en,GPU_3A,2,30,1
SI,2,sl,GPU_3A,4,29,1
ES,2,en,GPU_3A,1,90,1
RO,3,en,GPU_4A,2,29,1
BR,-3,en,GPU_3A,2,50,1
VN,7,en,GPU_7A,0,26,1
AU,10,en,GPU_4A,1,62,0
JP,9,en,GPU_3A,0,8,0
FR,2,fr,GPU_7A,1,22,1
PL,2,pl,GPU_3A,6,169,1
US,3,tr,GPU_3A,0,32,0
US,-7,zh,GPU_3A,0,29,1
VN,7,vi,GPU_3A,0,29,0
NZ,13,en,GPU_5A,0,10,1
VN,7,vi,GPU_3A,1,30,1
IN,5,en,GPU_3A,1,46,0
RU,3,ru,GPU_3A,3,62,0
MV,5,en,CPU_1,1,43,0
DE,2,en,GPU_5A,1,17,1
SG,5,en,GPU_3A,0,40,1
US,-6,en,GPU_8A,15,107,1
EC,-5,en,GPU_3B,0,14,1
VN,7,vi,GPU_4A,3,17,1
CW,-4,en,GPU_3A,4,73,1
RU,10,ru,GPU_3A,0,39,1
VN,7,vi,GPU_1,0,25,1
FR,2,en,GPU_3A,1,28,0
AR,-3,en,GPU_3A,1,138,0
IT,3,it,GPU_4A,0,10,0
NZ,13,en,GPU_3A,1,133,1
RS,2,en,GPU_3A,1,10,1
AE,4,en,GPU_3A,2,125,1
FR,2,fr,GPU_4P,1,42,1
JP,9,ja,GPU_3A,0,7,0
BR,-3,pt,GPU_3A,1,25,0
VN,7,en,GPU_3A,1,29,1
GR,2,en,GPU_1,1,14,1
VN,7,vi,GPU_1,0,5,0
VN,7,en,GPU_3A,4,103,1
BR,-3,pt,GPU_4A,0,34,1
IT,2,it,GPU_3A,0,48,0
US,-5,en,GPU_8A,0,320,1
KZ,6,ru,GPU_3A,0,27,1
IN,5,en,GPU_3A,4,46,0
US,2,en,GPU_1,1,12,1
GR,2,he,CPU_1,1,5,0
CL,-4,en,GPU_4A,1,163,0
US,-4,en,GPU_3A,0,25,1
VN,7,en,GPU_3A,0,431,1
IN,5,en,GPU_3A,1,63,1
PL,2,pl,GPU_3A,2,47,1
DE,2,de,GPU_3A,0,146,1
HK,8,en,GPU_3A,0,32,0
CA,-4,en,GPU_3A,0,22,1
SI,2,sl,GPU_9A,0,45,1
IR,3,en,GPU_3A,1,45,0
IT,1,it,GPU_3A,0,30,1
VN,7,vi,CPU_1,4,21,1
OM,4,en,GPU_3A,1,142,1
MX,-7,es,GPU_3A,3,24,1
VN,7,vi,CPU_1,3,31,1
CZ,1,en,GPU_8A,1,40,1
VN,-7,en,CPU_1,2,25,1
IT,1,en,GPU_3A,0,33,1
US,-5,en,CPU_1,0,54,1
VN,-4,vi,GPU_3A,3,42,1
MD,2,en,GPU_3A,1,39,1
FR,1,fr,GPU_3A,0,40,1
IN,5,en,CPU_1,1,6,0
US,-7,en,GPU_8A,1,19,1
US,-5,en,GPU_3A,0,23,0
VN,7,vi,GPU_3A,14,64,1
VN,7,en,CPU_1,0,15,0
SE,7,vi,GPU_3A,1,9,0
VN,7,vi,GPU_3A,1,39,1
CA,-5,fr,GPU_3A,1,22,1
VN,7,en,GPU_3A,0,35,0
FR,2,en,GPU_4A,3,25,1
TR,3,tr,GPU_3A,1,56,0
PL,2,ru,GPU_3B,0,69,1
PT,0,pt,GPU_1,3,0,0
EG,2,en,GPU_3A,19,93,1
US,-5,en,GPU_3A,0,85,1
US,-7,en,GPU_5P,0,57,1
TW,8,zh,GPU_4A,7,11,1
CN,8,zh,GPU_4A,0,41,1
AT,2,de,GPU_3A,0,10,1
DK,1,en,GPU_4A,0,28,0
IT,1,it,GPU_3A,0,32,1
US,-5,en,GPU_3A,25,196,1
IT,2,it,GPU_3A,1,30,1
GB,0,en,GPU_7A,0,81,1
VN,7,en,GPU_3A,2,86,1
VN,7,vi,GPU_3A,1,3,1
VN,7,vi,GPU_3A,9,97,1
PE,-5,es,GPU_3A,0,65,1
VN,7,vi,CPU_1,3,60,0
US,1,de,GPU_3A,0,34,0
RO,3,ro,GPU_3A,0,27,0
VN,7,vi,CPU_1,1,6,0
GB,0,en,GPU_4P,1,112,1
FR,2,fr,GPU_3A,1,43,1
CA,-5,en,GPU_3A,1,11,1
PH,8,en,GPU_3A,1,55,0
US,-6,en,GPU_5P,1,51,1
US,-7,en,GPU_3A,2,31,1
GB,0,en,GPU_5,2,44,1
IR,4,en,GPU_3A,1,33,1
BR,-3,pt,GPU_3A,0,39,0
VN,7,en,GPU_3A,2,22,0
TW,8,zh,GPU_5P,1,174,1
IL,3,en,GPU_5A,1,19,0
AE,5,en,GPU_3A,1,204,1
VN,7,vi,CPU_1,0,103,0
MY,8,en,GPU_3A,0,62,1
IN,5,en,GPU_3A,2,27,0
IT,1,it,GPU_8A,2,24,1
KR,9,ko,GPU_4A,0,20,1
CA,-4,en,GPU_3A,0,10,1
DE,1,de,CPU_1,0,10,1
VN,7,vi,GPU_3A,2,58,1
IN,5,en,GPU_3A,2,102,1
VN,7,en,GPU_3A,1,184,1
US,-6,en,GPU_1,0,16,1
CL,-4,en,GPU_3A,1,54,1
IN,5,en,GPU_3A,2,42,0
AE,4,en,GPU_3A,1,11,1
PS,3,en,GPU_3A,2,24,0
MY,8,en,GPU_1,2,47,0
IN,5,en,GPU_9A,1,49,1
IN,5,en,GPU_3A,3,151,1
RU,3,en,GPU_3A,1,82,1
IE,1,en,GPU_8A,0,36,1
IN,5,en,GPU_3A,1,37,1
US,-5,en,GPU_5A,0,10,1
US,-5,en,GPU_3A,3,207,1
TW,8,zh,GPU_5A,0,44,1
VN,7,en,GPU_4A,1,25,0
US,-4,en,GPU_7A,16,34,0
NG,1,en,GPU_3A,10,108,1
US,9,en,GPU_3A,0,20,1
AX,7,vi,GPU_3A,0,49,1
BR,-3,pt,GPU_3A,0,30,0
CA,-7,en,GPU_3A,1,85,1
US,-7,en,GPU_8A,0,47,1
VN,7,en,GPU_4A,1,28,1
KR,9,ko,GPU_4A,0,28,0
VN,7,en,CPU_1,2,30,1
AU,11,en,GPU_5,0,8,0
VN,7,en,CPU_1,2,13,1
MA,1,en,CPU_1,1,54,1
VN,7,vi,GPU_5A,1,12,1
NL,2,nl,GPU_5P,1,57,1
CA,-4,en,GPU_6,1,1,1
PE,-5,es,GPU_3A,1,58,1
DE,2,de,GPU_3A,0,30,0
RO,3,ro,GPU_3A,9,18,1
US,-5,en,GPU_5P,2,59,1
NL,2,en,GPU_4A,1,28,0
ES,2,es,CPU_1,0,50,0
JP,9,ja,GPU_5A,1,26,1
US,-5,en,GPU_7A,1,10,1
PK,5,en,GPU_3A,2,18,0
BR,-3,pt,GPU_5A,2,35,1
VN,7,vi,GPU_3A,1,133,0
CH,1,de,GPU_5P,1,156,0
US,-7,en,GPU_9A,1,38,1
NL,1,en,GPU_4A,0,72,1
VN,7,en,CPU_1,8,71,0
GB,6,en,GPU_4A,0,37,0
BA,1,sr,GPU_1,3,15,0
JP,9,ja,GPU_3A,1,61,1
RO,3,en,GPU_4A,1,26,1
UA,2,en,GPU_4A,1,44,1
PH,8,en,GPU_3A,0,52,0
IT,2,it,GPU_3A,1,127,1
RO,3,en,GPU_3A,1,76,0
US,-6,en,GPU_3A,1,49,1
VN,7,vi,CPU_1,2,45,0
US,-4,en,GPU_8A,0,29,1
UA,3,ru,GPU_5P,2,49,1
US,-4,en,GPU_3A,2,76,1
DE,1,de,GPU_1,2,9,1
RU,3,ru,GPU_1,2,49,1
US,-7,en,GPU_3A,3,118,1
RU,3,ru,GPU_4A,24,125,1
AR,-3,en,GPU_3A,1,49,1
FR,2,fr,GPU_3A,0,87,1
BR,-3,en,GPU_8A,1,425,1
RO,2,en,GPU_3A,1,51,0
DE,1,de,CPU_1,1,9,1
US,-4,en,GPU_3A,0,26,1
VN,7,vi,GPU_3A,0,27,0
CA,-6,zh,GPU_3A,0,31,1
US,3,en,GPU_3A,2,11,0
GB,0,en,GPU_3A,2,47,0
US,-4,en,GPU_3A,0,32,1
US,-4,en,GPU_3A,18,95,1
US,-8,en,GPU_1,0,10,1
VN,7,en,GPU_3A,0,37,1
GB,1,en,GPU_5A,0,10,1
US,-5,en,GPU_5P,0,30,1
ZA,2,en,GPU_4A,0,55,1
VN,7,vi,CPU_1,3,26,0
VN,7,en,GPU_3A,0,72,1
MM,6,en,GPU_4A,0,37,0
US,-7,en,GPU_5A,1,211,1
VN,7,vi,GPU_3A,2,26,0
IN,-7,en,GPU_3A,2,100,1
AU,11,en,GPU_3A,2,134,1
US,-7,en,GPU_3A,3,22,1
VN,7,en,GPU_3A,2,61,1
CZ,1,cs,CPU_1,6,10,1
US,-5,en,GPU_3A,0,298,1
RU,3,ru,GPU_3A,7,4,1
US,-7,en,GPU_3A,1,328,1
NL,2,en,GPU_8A,0,25,1
JP,9,en,GPU_5A,0,13,1
IN,5,en,GPU_3A,2,75,0
US,-4,en,GPU_4A,9,26,1
US,-4,en,GPU_8A,3,84,1
GB,0,en,GPU_3A,2,29,1
JO,3,en,GPU_3A,9,74,1
DE,2,de,GPU_4A,0,8,1
FR,2,fr,GPU_3B,2,25,1
US,-6,en,GPU_5P,1,14,1
BR,-3,pt,GPU_3A,2,25,0
DE,1,de,GPU_3A,0,43,1
CO,-5,en,GPU_4A,1,31,1
US,-7,en,GPU_3A,0,44,0
VE,-4,en,GPU_3A,1,144,1
VN,7,vi,GPU_1,1,33,0
FR,2,fr,GPU_4A,1,32,1
VN,7,en,GPU_3A,5,63,1
HU,2,hu,GPU_4A,1,46,1
RU,3,ru,GPU_3A,3,47,1
US,1,de,GPU_3A,1,37,1
VN,7,vi,CPU_1,4,67,0
ES,1,de,GPU_4A,0,65,1
PL,2,pl,GPU_6,1,8,1
RU,3,en,GPU_1,0,8,1
IN,5,en,GPU_5P,1,209,1
SK,2,sk,GPU_3A,1,62,1
MA,-7,en,GPU_5A,7,34,1
BE,1,fr,GPU_8A,0,97,1
AU,11,en,GPU_3A,0,9,1
GE,4,en,GPU_3A,0,47,0
GE,4,ru,GPU_4A,0,33,1
HU,1,hu,GPU_3A,0,41,0
AT,1,en,GPU_3A,1,2,1
SE,2,sv,GPU_4A,1,52,0
PL,1,pl,GPU_1,3,9,0
KR,9,ko,GPU_8A,2,43,1
UA,2,ru,GPU_3A,0,48,0
VN,7,vi,CPU_1,2,34,0
US,-8,en,GPU_4A,7,326,1
IN,5,en,GPU_3A,0,120,0
BR,-3,pt,CPU_1,0,33,0
SK,7,vi,GPU_3A,1,9,0
ES,2,es,GPU_3A,1,70,1
VN,7,vi,CPU_1,1,23,0
PS,3,he,GPU_3A,1,27,1
IT,-3,es,GPU_3A,0,4,0
AE,4,en,GPU_3A,1,79,1
TR,3,tr,GPU_3A,9,22,1
BR,-4,pt,GPU_3A,0,11,1
US,-4,en,GPU_3A,1,40,1
VN,7,en,GPU_6,9,46,1
GT,-6,es,GPU_3A,0,134,1
IT,1,it,GPU_1,1,5,0
BR,-3,pt,GPU_3A,2,60,0
AM,7,vi,GPU_3A,0,40,1
UG,3,en,GPU_3A,3,50,0
VN,7,vi,GPU_3A,0,88,1
MX,-6,es,GPU_5P,11,98,1
VN,7,en,GPU_3A,0,21,1
IT,1,it,GPU_3A,2,56,0
MK,2,en,GPU_3A,1,29,1
GB,1,en,GPU_4A,8,163,1
GB,0,en,GPU_9A,1,75,1
KR,9,ko,GPU_5A,1,60,1
IT,1,en,GPU_4A,0,60,1
KR,9,ko,GPU_8A,1,235,1
GB,1,en,CPU_1,1,29,0
ES,1,es,CPU_1,1,7,0
NO,2,en,GPU_3A,0,1,1
DE,2,de,GPU_3A,1,83,1
PH,8,en,GPU_3A,2,119,0
NL,2,en,GPU_5P,5,339,1
US,-7,en,GPU_9A,37,508,1
IT,1,it,GPU_3A,0,12,0
DE,1,de,GPU_3A,1,33,1
US,4,en,GPU_3A,0,29,1
IL,2,en,GPU_5P,1,47,1
IT,2,it,GPU_3A,0,10,1
VN,7,vi,GPU_3A,0,39,1
SG,8,en,GPU_3A,4,57,1
IN,5,en,GPU_3A,1,13,0
CL,-3,en,GPU_3A,0,209,1
US,-5,en,GPU_3A,1,75,0
CO,-5,es,GPU_2,19,27,1
VN,7,en,GPU_3A,2,81,1
GB,1,en,GPU_1,3,4,0
BR,-3,pt,GPU_3A,2,49,0
VN,7,vi,GPU_3A,2,39,0
TW,8,en,GPU_5P,0,14,1
VN,7,en,GPU_3A,0,61,0
FR,0,en,GPU_9A,0,39,0
JP,9,ja,GPU_9A,1,65,1
BR,-3,pt,GPU_8A,0,7,1
VN,7,en,GPU_1,1,4,1
KR,9,ko,GPU_5A,2,141,1
TH,7,en,GPU_3A,1,37,1
VN,7,fr,CPU_1,0,80,1
US,-7,en,GPU_6,0,28,1
BR,-3,pt,CPU_1,0,27,0
IR,7,en,GPU_3A,1,297,1
IN,5,en,GPU_4A,15,142,1
NL,1,en,GPU_1,0,8,0
JP,9,ja,GPU_3A,0,86,1
GB,1,en,GPU_3A,1,24,1
US,-5,en,GPU_8A,0,1,1
DE,2,de,GPU_4A,22,14,1
DE,2,de,GPU_4P,1,503,1
VN,7,en,GPU_3A,0,133,1
US,-8,en,GPU_1,3,9,0
EG,2,en,GPU_1,0,8,0
VN,7,vi,GPU_1,0,11,0
TR,3,en,GPU_3A,1,36,0
EC,-5,es,GPU_3A,1,68,1
KR,9,ko,GPU_3A,1,152,1
VN,7,en,CPU_1,0,30,0
VN,8,vi,CPU_1,1,48,1
US,-7,en,GPU_3A,1,56,0
BY,3,ru,GPU_4A,0,27,0
IN,5,en,GPU_9A,0,39,0
MX,-6,en,GPU_3A,3,16,1
MV,5,en,GPU_6,0,4,0
BR,-4,en,GPU_4A,0,28,1
VN,7,en,GPU_3A,1,91,1
VN,7,en,GPU_3B,1,26,1
CH,2,de,GPU_3A,0,9,1
GB,1,en,GPU_9A,1,42,1
VN,7,vi,GPU_3A,1,18,0
VN,7,en,GPU_3A,1,76,1
IT,1,it,GPU_3A,1,43,1
VN,7,vi,CPU_1,0,57,1
IN,5,en,CPU_1,0,26,0
NL,2,nl,GPU_8A,0,19,1
AX,7,vi,GPU_3A,0,29,0
AE,4,ar,GPU_3A,1,107,1
BR,-3,en,GPU_1,2,13,1
DE,2,en,GPU_3A,1,76,1
US,-7,en,GPU_3A,1,60,1
PK,5,en,GPU_4A,1,29,1
RU,3,ru,GPU_5P,1,48,1
PL,1,pl,GPU_5,1,21,0
BR,-3,pt,GPU_4A,0,8,0
VN,7,vi,GPU_3A,1,57,0
VN,7,vi,GPU_3A,0,14,1
NL,1,en,GPU_3A,1,31,0
EC,-5,es,GPU_3A,2,33,0
US,-6,en,GPU_4A,55,36,1
IN,5,en,GPU_3A,3,118,1
VN,7,en,GPU_5P,2,45,1
GB,1,en,GPU_3A,0,38,0
NL,1,en,GPU_3A,21,11,0
US,-7,en,GPU_5P,1,45,1
GB,0,en,GPU_1,28,8,1
KR,9,ko,GPU_9A,0,180,1
SE,1,sv,GPU_4A,1,48,1
US,-5,en,GPU_5,2,29,1
DE,1,de,GPU_8A,1,34,1
EG,2,en,GPU_3A,0,32,1
BR,-3,pt,GPU_3A,1,103,1
US,-7,en,GPU_5A,0,40,1
BR,-3,pt,GPU_3A,0,8,0
VN,7,en,CPU_1,2,92,0
EC,-5,es,GPU_3A,0,40,1
VN,7,en,GPU_3A,0,23,1
GB,1,en,GPU_3A,1,92,1
GR,3,en,GPU_3A,7,30,1
GB,0,it,GPU_5P,0,17,0
US,-5,en,GPU_5A,1,3,1
SE,2,en,GPU_4A,0,25,0
VN,7,vi,CPU_1,1,14,1
US,-7,en,GPU_3A,2,42,1
CO,-5,en,GPU_3A,1,44,1
VN,7,en,CPU_1,0,108,1
IN,5,en,GPU_9A,3,379,1
CO,-5,es,GPU_3A,9,319,1
CN,8,zh,GPU_9A,1,44,1
VN,7,en,GPU_3A,1,163,1
AU,10,en,GPU_5A,1,17,1
US,-4,en,GPU_3A,0,59,0
MY,8,en,CPU_1,0,15,1
ES,2,en,GPU_3A,1,450,1
CA,-4,en,GPU_8A,3,205,1
BR,-3,pt,GPU_1,0,4,1
VN,7,vi,GPU_3A,2,66,0
PH,8,en,GPU_3A,2,28,0
RU,3,ru,GPU_8A,1,3,1
MX,-6,es,GPU_3A,1,81,1
DE,2,de,GPU_8A,3,24,1
VN,7,en,GPU_3A,1,33,0
BR,-4,pt,GPU_3A,4,50,1
BR,-7,en,CPU_1,5,33,1
BR,-3,en,GPU_3A,0,28,0
DE,1,en,GPU_3A,16,88,1
NO,1,en,GPU_3A,1,114,1
RU,7,ru,GPU_3A,2,42,1
VN,7,vi,GPU_3A,0,83,0
IL,3,he,GPU_4A,10,32,1
VN,7,en,GPU_3A,1,142,1
BE,1,nl,GPU_3A,1,54,1
FR,1,fr,GPU_1,3,16,1
US,-4,en,GPU_5P,1,347,1
RS,1,en,GPU_1,1,20,1
US,-8,en,GPU_3A,167,95,1
LK,5,en,GPU_3A,1,11,0
IN,5,en,GPU_3A,0,235,1
US,-8,en,GPU_5P,1,20,1
IN,5,en,CPU_1,1,77,0
FR,2,fr,GPU_3A,0,40,1
VN,7,vi,GPU_1,0,9,0
US,-6,en,GPU_9A,0,15,0
FR,1,fr,GPU_5P,0,14,1
US,0,en,GPU_3A,1,116,0
VN,7,vi,GPU_3A,0,133,1
AU,11,en,GPU_5P,2,245,1
CA,-4,en,GPU_4A,2,55,1
VN,7,vi,CPU_1,2,32,1
VN,7,en,GPU_3A,1,56,1
FR,2,fr,GPU_4A,1,45,1
KE,3,en,GPU_3A,1,38,0
QA,3,en,GPU_4A,0,27,1
VN,7,vi,CPU_1,0,7,0
TR,3,tr,GPU_3A,1,64,0
VN,7,vi,CPU_1,0,48,0
VN,7,vi,GPU_3A,1,26,0
US,-8,en,GPU_3A,1,67,0
IN,5,en,GPU_3A,1,344,1
GR,2,el,GPU_3A,0,87,1
